流水號;授課對象;課號;班次;課程名稱查看課程大綱，請點選課程名稱;簡介影片;學分;課程識別碼;全/半年;必/選修;授課教師;加選方式;時間教室;總人數;選課限制條件;備註;課程網頁;本學期我預計要選的課程
14393;外文系;FL2010;01;英文作文二下;;2.0;102 49122;全年;必修;翁怡錚;2;二5,6,7(綜606);14;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：14人;初選不開放。;;
20820;外文系;FL2010;02;英文作文二下;;2.0;102 49122;全年;必修;翁怡錚;2;一3,4,5(綜607);14;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：14人;初選不開放。;;
36551;外文系;FL2010;03;英文作文二下;;2.0;102 49122;全年;必修;周昱翔;2;二5,6,7(文19);14;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：14人;初選不開放。;;
77655;外文系;FL2010;04;英文作文二下;;2.0;102E49122;全年;必修;于昌民;2;二5,6,7(共307);14;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：14人;初選不開放。本課程以英語授課。本課程英文化程度說明;;
80208;外文系;FL2010;05;英文作文二下;;2.0;102E49122;全年;必修;朱杰佑;2;一2,3,4(新405);14;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：14人;初選不開放。本課程以英語授課。本課程英文化程度說明;;
30953;外文系;FL2010;06;英文作文二下;;2.0;102 49122;全年;必修;劉欣如;2;一2,3,4(共209);14;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：14人;初選不開放。;;
52076;外文系;FL2010;07;英文作文二下;;2.0;102E49122;全年;必修;陳逸軒;2;三6,7,8(博雅205);14;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：14人;初選不開放。本課程以英語授課。本課程英文化程度說明;;
87662;外文系;FL2010;08;英文作文二下;;2.0;102E49122;全年;必修;王莉思;2;二5,6,7(博雅203);14;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：14人;初選不開放。本課程以英語授課。本課程英文化程度說明;;
50436;外文系;FL2010;09;英文作文二下;;2.0;102 49122;全年;必修;林婉瑜;2;一3,4,5(博雅310);14;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：14人;初選不開放。;;
51915;外文系;FL2010;10;英文作文二下;;2.0;102E49122;全年;必修;賴煦;2;二5,6,7(博雅205);14;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：14人;初選不開放。本課程以英語授課。本課程英文化程度說明;;
42162;外文系;FL3010;01;英文作文三下;;2.0;102 49132;全年;必修;黃山耘;2;二7,8,9(博雅307);13;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：13人;初選不開放。與翻譯及習作擇一必修。中英雙語授課。;;
55548;外文系;FL3010;02;英文作文三下;;2.0;102E49132;全年;必修;齊東耿;3;四2,3,4(博雅205);13;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：13人;初選不開放。本課程以英語授課。與翻譯及習作擇一必修。本課程英文化程度說明;;
56597;外文系;FL3010;03;英文作文三下;;2.0;102 49132;全年;必修;傅友祥;2;二5,6,7(共208);13;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：13人;初選不開放。與翻譯及習作擇一必修。第一堂課不到不論任何理由一律視為退選。;;
89312;外文系;FL3171;;口譯理論與技巧;;3.0;102 49850;半年;選修;張嘉倩;2;五7,8,9(外教202);20;本校修課人數上限：20人;中英文雙語授課。;;
89312;中英翻譯學程;FL3171;;口譯理論與技巧;;3.0;102 49850;半年;選修;張嘉倩;2;五7,8,9(外教202);20;本校修課人數上限：20人;語言文化基礎課程。中英文雙語授課。;;
62945;外文系;FL1022;01;英語口語訓練一下;;2.0;102E50112;全年;必修;賀安莉;2;一6,7(外教206)四6(外教206);16;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：16人;初選不開放。本課程以英語授課。請依分班結果修課。本課程英文化程度說明;;
49610;外文系;FL1022;02;英語口語訓練一下;;2.0;102E50112;全年;必修;陳逸軒;2;一7(新401)四6,7(共310);16;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：16人;初選不開放。本課程以英語授課。請依分班結果修課。本課程英文化程度說明;;
70902;外文系;FL1022;03;英語口語訓練一下;;2.0;102E50112;全年;必修;曾琦智;2;一6,7(共204)四6(共102);16;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：16人;初選不開放。本課程以英語授課。請依分班結果修課。本課程英文化程度說明;;
14162;外文系;FL1022;04;英語口語訓練一下;;2.0;102E50112;全年;必修;黃馨瑩;2;一7(普306)四6,7(普304);16;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：16人;初選不開放。本課程以英語授課。請依分班結果修課。本課程英文化程度說明;;
74015;外文系;FL1022;05;英語口語訓練一下;;2.0;102E50112;全年;必修;王沐嵐;2;一5,6,7(外教102);16;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：16人;初選不開放。本課程以英語授課。請依分班結果修課。本課程英文化程度說明;;
32787;外文系;FL1022;06;英語口語訓練一下;;2.0;102E50112;全年;必修;朱杰佑;2;一6,7(外教101)四7(外教204);16;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：16人;初選不開放。本課程以英語授課。請依分班結果修課。本課程英文化程度說明;;
69928;外文系;FL1022;07;英語口語訓練一下;;2.0;102E50112;全年;必修;王芮思;2;一6,7(共209)四6(外研一);14;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：14人;初選不開放。本課程以英語授課。請依分班結果修課。本課程英文化程度說明;;
46664;外文系;FL1022;08;英語口語訓練一下;;2.0;102E50112;全年;必修;陳重仁;2;一6(博雅203)四6,7(博雅305);16;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：16人;初選不開放。本課程以英語授課。請依分班結果修課。本課程英文化程度說明;;
79002;外文系;FL1022;09;英語口語訓練一下;;2.0;102E50112;全年;必修;賀安莉;2;二6,7(共205)四7(外教206);16;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：16人;初選不開放。本課程以英語授課。請依分班結果修課。本課程英文化程度說明;;
54490;外文系;FL2012;01;英語口語訓練二下;;2.0;102E50122;全年;必修;奇邁可;2;四6,7(綜203);18;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：18人;初選不開放。本課程以英語授課。請依據分班結果選課。本課程英文化程度說明;;
77928;外文系;FL2012;02;英語口語訓練二下;;2.0;102E50122;全年;必修;鄺慧琪;2;二3,4(博雅311);18;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：18人;初選不開放。本課程以英語授課。請依據分班結果選課。本課程英文化程度說明;;
73597;外文系;FL2012;03;英語口語訓練二下;;2.0;102E50122;全年;必修;吳敏嘉;2;四3,4(外教102);18;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：18人;初選不開放。本課程以英語授課。請依據分班結果選課。本課程英文化程度說明;;
66177;外文系;FL2012;04;英語口語訓練二下;;2.0;102E50122;全年;必修;朱杰佑;2;四3,4(外教101);18;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：18人;初選不開放。本課程以英語授課。請依據分班結果選課。本課程英文化程度說明;;
52902;外文系;FL2012;05;英語口語訓練二下;;2.0;102E50122;全年;必修;劉欣如;2;二3,4(共402);18;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：18人;初選不開放。本課程以英語授課。請依據分班結果選課。本課程英文化程度說明;;
54263;外文系;FL2012;06;英語口語訓練二下;;2.0;102E50122;全年;必修;曾琦智;2;四3,4(共302);18;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：18人;初選不開放。本課程以英語授課。請依據分班結果選課。本課程英文化程度說明;;
28574;外文系;FL2012;07;英語口語訓練二下;;2.0;102E50122;全年;必修;賀安莉;2;四3,4(外教305);15;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：15人;初選不開放。本課程以英語授課。請依據分班結果選課。本課程英文化程度說明;;
60745;外文系;FL2012;08;英語口語訓練二下;;2.0;102E50122;全年;必修;黃恆綜;2;二3,4(共302);18;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：18人;初選不開放。本課程以英語授課。請依據分班結果選課。本課程英文化程度說明;;
82834;外文系;FL2012;09;英語口語訓練二下;;2.0;102E50122;全年;必修;洪紹挺;2;二3,4(共305);18;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：18人;初選不開放。本課程以英語授課。請依據分班結果選課。本課程英文化程度說明;;
15276;外文系;FL2012;10;英語口語訓練二下;;2.0;102E50122;全年;必修;林婉瑜;2;四3,4(博雅206);18;本課有先修科目規定,限本系所學生(含輔系、雙修生),本校修課人數上限：18人;初選不開放。本課程以英語授課。請依據分班結果選課。本課程英文化程度說明;;
72810;經典人文學程;FL5134;;電影藝術與意識型態一;;3.0;102 52530;半年;必修;沈曉茵;2;二5,6,7(外教206);20;限學士班三年級以上,本校修課人數上限：20人;領域：文學。中英雙語授課。;;
72810;外文系;FL5134;;電影藝術與意識型態一;;3.0;102 52530;半年;必修;沈曉茵;2;二5,6,7(外教206);20;限學士班三年級以上,本校修課人數上限：20人;中英雙語授課。;;
58550;外文系;FL3034;01;中翻英;;2.0;102 53620;半年;選修;馬耀民;2;一3,4(外教204);12;本校修課人數上限：12人;初選不開放。中英翻譯學程學生優先加選。凡第一週未到課者不予加選。歡迎全校學生符合CEFR B2程度者加選。;;
58550;中英翻譯學程;FL3034;01;中翻英;;2.0;102 53620;半年;必修;馬耀民;2;一3,4(外教204);12;本校修課人數上限：12人;初選不開放。中英翻譯學程學生優先加選。凡第一週未到課者不予加選。歡迎全校學生符合CEFR B2程度者加選。;;
11576;中英翻譯學程;FL3034;02;中翻英;;2.0;102 53620;半年;必修;孔思文;2;四3,4(博雅306);12;本校修課人數上限：12人;初選不開放。中英翻譯學程學生優先加選。凡第一週未到課者不予加選。歡迎全校學生符合CEFR B2程度者加選。;;
11576;外文系;FL3034;02;中翻英;;2.0;102 53620;半年;選修;孔思文;2;四3,4(博雅306);12;本校修課人數上限：12人;初選不開放。中英翻譯學程學生優先加選。凡第一週未到課者不予加選。歡迎全校學生符合CEFR B2程度者加選。;;
68732;外文系;FL3040;;視譯;;2.0;102 53680;半年;選修;王啟安;2;三8,9(博雅305);12;本校修課人數上限：12人;初選不開放。中英翻譯學程學生優先加選。凡第一週未到課者，不予加選。;;
68732;中英翻譯學程;FL3040;;視譯;;2.0;102 53680;半年;選修;王啟安;2;三8,9(博雅305);12;本校修課人數上限：12人;初選不開放。口譯選修。中英翻譯學程學生優先加選。凡第一週未到課者，不予加選。;;
24190;外文系;FL3168;01;逐步口譯二;;2.0;102 53700;半年;選修;吳敏嘉;2;三9,10(博雅303);12;本課有先修科目規定,本校修課人數上限：12人;初選不開放。中英翻譯學程學生優先加選。凡第一週未到課者不予加選。;;
24190;中英翻譯學程;FL3168;01;逐步口譯二;;2.0;102 53700;半年;選修;吳敏嘉;2;三9,10(博雅303);12;本課有先修科目規定,本校修課人數上限：12人;初選不開放。口譯選修。中英翻譯學程學生優先加選。凡第一週未到課者不予加選。;;
87225;外文系;FL3168;02;逐步口譯二;;2.0;102 53700;半年;選修;蔡自青;2;四6,7(外教201);12;本課有先修科目規定,本校修課人數上限：12人;初選不開放。中英文雙語授課。不接受旁聽。中英翻譯學程學生優先加選。凡第一週未到課者不予加選。;;
87225;中英翻譯學程;FL3168;02;逐步口譯二;;2.0;102 53700;半年;選修;蔡自青;2;四6,7(外教201);12;本課有先修科目規定,本校修課人數上限：12人;初選不開放。口譯選修。中英文雙語授課。不接受旁聽。中英翻譯學程學生優先加選。凡第一週未到課者不予加選。;;
46542;外文系;FL3168;03;逐步口譯二;;2.0;102 53700;半年;選修;王啟安;2;五3,4(外教305);12(含開放臺大系統人數:2);本課有先修科目規定,本校修課人數上限：10人;初選不開放。中英翻譯學程學生優先加選。凡第一週未到課者，不予加選。;;
46542;中英翻譯學程;FL3168;03;逐步口譯二;;2.0;102 53700;半年;選修;王啟安;2;五3,4(外教305);12(含開放臺大系統人數:2);本課有先修科目規定,本校修課人數上限：10人;初選不開放。口譯選修。中英翻譯學程學生優先加選。凡第一週未到課者，不予加選。;;
88621;外文系;FL4117;;同步口譯;;3.0;102 53780;半年;選修;蔡自青;2;三2,3,4(外教305);8;本課有先修科目規定,本校修課人數上限：8人;初選不開放。中英翻譯學程學生優先加選。凡第一週未到課者，不予加選。中英文授課。不接受旁聽。;;
88621;中英翻譯學程;FL4117;;同步口譯;;3.0;102 53780;半年;選修;蔡自青;2;三2,3,4(外教305);8;本課有先修科目規定,本校修課人數上限：8人;初選不開放。中英翻譯學程學生優先加選。凡第一週未到課者，不予加選。中英文授課。不接受旁聽。;;
78089;外文系;FL3238;;新聞英語改寫與翻譯;;2.0;102 54040;半年;必修;鍾玉珏;2;五3,4(共207);14;本校修課人數上限：14人;初選不開放。中英翻譯學程學生優先加選。凡第一週未到課者不予加選。;;
78089;中英翻譯學程;FL3238;;新聞英語改寫與翻譯;;2.0;102 54040;半年;選修;鍾玉珏;2;五3,4(共207);14;本校修課人數上限：14人;初選不開放。筆譯選修。中英翻譯學程學生優先加選。凡第一週未到課者不予加選。;;
31939;中英翻譯學程;FL5140;;筆譯實習：《上報》國際新聞翻譯;;1.0;102 54090;半年;選修;馬耀民;2;;5;本校修課人數上限：5人;初選不開放。筆譯選修。選課時程與相關注意事項請見外文系網頁公告。;;
31939;外文系;FL5140;;筆譯實習：《上報》國際新聞翻譯;;1.0;102 54090;半年;選修;馬耀民;2;;5;本校修課人數上限：5人;初選不開放。選課時程與相關注意事項請見外文系網頁公告。;;
64955;外文系;FL5142;;筆譯實習：SDI 影片字幕翻譯;;1.0;102 54110;半年;選修;陳家倩;2;;5;本校修課人數上限：5人;初選不開放。選課時程與相關注意事項請見外文系網頁公告。;;
64955;中英翻譯學程;FL5142;;筆譯實習：SDI 影片字幕翻譯;;1.0;102 54110;半年;選修;陳家倩;2;;5;本校修課人數上限：5人;初選不開放。筆譯選修。選課時程與相關注意事項請見外文系網頁公告。;;
42175;中英翻譯學程;FL5143;;筆譯實習：博物展館文本翻譯;;1.0;102 54120;半年;選修;孔思文;2;;5;本校修課人數上限：5人;初選不開放。筆譯選修。選課時程與相關注意事項請見外文系網頁公告。;;
42175;外文系;FL5143;;筆譯實習：博物展館文本翻譯;;1.0;102 54120;半年;選修;孔思文;2;;5;本校修課人數上限：5人;初選不開放。選課時程與相關注意事項請見外文系網頁公告。;;
80367;外文系;FL5145;;紀實類影視翻譯;;3.0;102 54140;半年;選修;徐昊;2;三2,3,4(博雅310);12;本校修課人數上限：12人;初選不開放。中英翻譯學程學生優先加選。凡第一週未到課者，不予加選。;;
80367;中英翻譯學程;FL5145;;紀實類影視翻譯;;3.0;102 54140;半年;選修;徐昊;2;三2,3,4(博雅310);12;本校修課人數上限：12人;初選不開放。筆譯選修。中英翻譯學程學生優先加選。凡第一週未到課者，不予加選。;;
44070;中英翻譯學程;FL5147;;筆譯實習：《運動視界》國際體育新聞編譯;;1.0;102 54170;半年;選修;陳榮彬;2;;5;本校修課人數上限：5人;初選不開放。筆譯選修。選課時程與相關注意事項請見外文系網頁公告。;;
44070;外文系;FL5147;;筆譯實習：《運動視界》國際體育新聞編譯;;1.0;102 54170;半年;選修;陳榮彬;2;;5;本校修課人數上限：5人;初選不開放。選課時程與相關注意事項請見外文系網頁公告。;;
95020;外文系;FL5158;;筆譯實習：專業翻譯實習;;1.0;102 54550;半年;選修;蔡毓芬;2;;5;本校修課人數上限：5人;初選不開放。選課時程與相關注意事項請見外文系網頁公告;;
03011;理學院;FL1004;01;英文二;;3.0;102 83030;半年;必修;蔡秀枝;2;一1,2(普306)三1,2(普306);33;限醫學院學生 或 限公衛學院學生 或 限理學院學生,本校修課人數上限：33人;初選不開放。中英雙語授課。週一雙週上課。;;
03011;醫學院;FL1004;01;英文二;;3.0;102 83030;半年;必修;蔡秀枝;2;一1,2(普306)三1,2(普306);33;限醫學院學生 或 限公衛學院學生 或 限理學院學生,本校修課人數上限：33人;初選不開放。中英雙語授課。週一雙週上課。;;
03011;公衛院;FL1004;01;英文二;;3.0;102 83030;半年;必修;蔡秀枝;2;一1,2(普306)三1,2(普306);33;限醫學院學生 或 限公衛學院學生 或 限理學院學生,本校修課人數上限：33人;初選不開放。中英雙語授課。週一雙週上課。;;
03026;醫學院;FL1004;02;英文二;;3.0;102 83030;半年;必修;王寶祥;2;一10,A,B(普205);33;限醫學院學生,本校修課人數上限：33人;初選不開放。第一堂課未到者視同退選。中英雙語授課。;;
03043;生農院;FL1004;03;英文二;;3.0;102E83030;半年;必修;傅友祥;2;二8,9,10(共303);36;限生農學院學生,本校修課人數上限：36人;初選不開放。本課程以英語授課。適合自我紀律高者與願意參與課程討論。不接受旁聽。首次上課未到視同退選。本課程英文化程度說明;;
03044;生農院;FL1004;04;英文二;;3.0;102 83030;半年;必修;劉威辰;2;二8,9,10(綜401);36;限生農學院學生,本校修課人數上限：36人;初選不開放。中英雙語授課。;;
03005;文學院;FL1004;05;英文二;;3.0;102E83030;半年;必修;許以心;2;二2,3,4(綜203);32;限文學院學生,本校修課人數上限：32人;初選不開放。本課程以英語授課。本課程英文化程度說明;;
03018;社科院;FL1004;06;英文二;;3.0;102 83030;半年;必修;劉威辰;2;二5,6,7(綜401);30;限社會科學院學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03019;社科院;FL1004;07;英文二;;3.0;102 83030;半年;必修;許靜瑛;2;二5,6,7(共203);30;限社會科學院學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03045;生農院;FL1004;08;英文二;;3.0;102 83030;半年;必修;許靜瑛;2;二8,9,10(共203);36;限生農學院學生,本校修課人數上限：36人;初選不開放。中英雙語授課。;;
03046;生農院;FL1004;09;英文二;;3.0;102 83030;半年;必修;劉欣如;2;二8,9,10(共308);36;限生農學院學生,本校修課人數上限：36人;初選不開放。中英雙語授課。;;
03050;管理院;FL1004;10;英文二;;3.0;102 83030;半年;必修;李鴻瓊;2;三2,3,4(普304);32;限管理學院學生 或 限生命科學院學生,本校修課人數上限：32人;初選不開放。中英雙語授課。;;
03050;生科院;FL1004;10;英文二;;3.0;102 83030;半年;必修;李鴻瓊;2;三2,3,4(普304);32;限管理學院學生 或 限生命科學院學生,本校修課人數上限：32人;初選不開放。中英雙語授課。;;
03051;生科院;FL1004;11;英文二;;3.0;102 83030;半年;必修;王啟安;2;三2,3,4(普502);32;限管理學院學生 或 限生命科學院學生,本校修課人數上限：32人;初選不開放。中英雙語授課。;;
03051;管理院;FL1004;11;英文二;;3.0;102 83030;半年;必修;王啟安;2;三2,3,4(普502);32;限管理學院學生 或 限生命科學院學生,本校修課人數上限：32人;初選不開放。中英雙語授課。;;
03032;工學院;FL1004;12;英文二;;3.0;102 83030;半年;必修;張小虹;2;四8,9,10(普305);30;限工學院學生 或 限電資學院學生 或 限法律學院學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03032;法律院;FL1004;12;英文二;;3.0;102 83030;半年;必修;張小虹;2;四8,9,10(普305);30;限工學院學生 或 限電資學院學生 或 限法律學院學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03032;電資院;FL1004;12;英文二;;3.0;102 83030;半年;必修;張小虹;2;四8,9,10(普305);30;限工學院學生 或 限電資學院學生 或 限法律學院學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03033;電資院;FL1004;13;英文二;;3.0;102 83030;半年;必修;劉亮雅;2;四8,9,10(普501);30;限工學院學生 或 限電資學院學生 或 限法律學院學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03033;法律院;FL1004;13;英文二;;3.0;102 83030;半年;必修;劉亮雅;2;四8,9,10(普501);30;限工學院學生 或 限電資學院學生 或 限法律學院學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03033;工學院;FL1004;13;英文二;;3.0;102 83030;半年;必修;劉亮雅;2;四8,9,10(普501);30;限工學院學生 或 限電資學院學生 或 限法律學院學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03034;工學院;FL1004;14;英文二;;3.0;102 83030;半年;必修;朱偉誠;2;四8,9,10(共202);30;限工學院學生 或 限電資學院學生 或 限法律學院學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03034;法律院;FL1004;14;英文二;;3.0;102 83030;半年;必修;朱偉誠;2;四8,9,10(共202);30;限工學院學生 或 限電資學院學生 或 限法律學院學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03034;電資院;FL1004;14;英文二;;3.0;102 83030;半年;必修;朱偉誠;2;四8,9,10(共202);30;限工學院學生 或 限電資學院學生 或 限法律學院學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03035;電資院;FL1004;15;英文二;;3.0;102 83030;半年;必修;許靜瑛;2;四8,9,10(共301);30;限工學院學生 或 限電資學院學生 或 限法律學院學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03035;法律院;FL1004;15;英文二;;3.0;102 83030;半年;必修;許靜瑛;2;四8,9,10(共301);30;限工學院學生 或 限電資學院學生 或 限法律學院學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03035;工學院;FL1004;15;英文二;;3.0;102 83030;半年;必修;許靜瑛;2;四8,9,10(共301);30;限工學院學生 或 限電資學院學生 或 限法律學院學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03001;;FL1008;01;英文(附一小時英聽)二;;3.0;102 83320;半年;必修;陶漢威;2;一A,B,C(普302);30;限僑生、國際學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03002;;FL1008;02;英文(附一小時英聽)二;;3.0;102 83320;半年;必修;陶漢威;2;三A,B,C(普205);30;限僑生、國際學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03003;;FL1008;03;英文(附一小時英聽)二;;3.0;102 83320;半年;必修;陳逸軒;2;一A,B,C(外教101);30;限僑生、國際學生,本校修課人數上限：30人;初選不開放。本課程中文授課,使用英文教科書。須繳交語言實習費。;;
03004;;FL1008;04;英文(附一小時英聽)二;;3.0;102 83320;半年;必修;陳逸軒;2;三A,B,C(普204);30;限僑生、國際學生,本校修課人數上限：30人;初選不開放。本課程中文授課,使用英文教科書。;;
03012;公衛院;FL1008;05;英文(附一小時英聽)二;;3.0;102E83320;半年;必修;廖彥棻;2;一3,4,5(外教101);33;限理學院學生 或 限公衛學院學生,本校修課人數上限：33人;初選不開放。本課程以英語授課。須繳交語言實習費。不接受加選。第一堂課缺席者，視同放棄。本課程英文化程度說明;;
03012;理學院;FL1008;05;英文(附一小時英聽)二;;3.0;102E83320;半年;必修;廖彥棻;2;一3,4,5(外教101);33;限理學院學生 或 限公衛學院學生,本校修課人數上限：33人;初選不開放。本課程以英語授課。須繳交語言實習費。不接受加選。第一堂課缺席者，視同放棄。本課程英文化程度說明;;
03013;理學院;FL1008;06;英文(附一小時英聽)二;;3.0;102E83320;半年;必修;黃馨瑩;2;一3,4,5(普205);33;限理學院學生 或 限公衛學院學生,本校修課人數上限：33人;初選不開放。本課程以英語授課。本課程英文化程度說明;;
03013;公衛院;FL1008;06;英文(附一小時英聽)二;;3.0;102E83320;半年;必修;黃馨瑩;2;一3,4,5(普205);33;限理學院學生 或 限公衛學院學生,本校修課人數上限：33人;初選不開放。本課程以英語授課。本課程英文化程度說明;;
03014;公衛院;FL1008;07;英文(附一小時英聽)二;;3.0;102 83320;半年;必修;沈曉茵;2;一3,4,5(外教206);33;限理學院學生 或 限公衛學院學生,本校修課人數上限：33人;初選不開放。須繳交語言實習費。中英雙語授課。;;
03014;理學院;FL1008;07;英文(附一小時英聽)二;;3.0;102 83320;半年;必修;沈曉茵;2;一3,4,5(外教206);33;限理學院學生 或 限公衛學院學生,本校修課人數上限：33人;初選不開放。須繳交語言實習費。中英雙語授課。;;
03027;醫學院;FL1008;08;英文(附一小時英聽)二;;3.0;102E83320;半年;必修;許以心;2;一10,A,B(外教103);33;限醫學院學生,本校修課人數上限：33人;初選不開放。本課程以英語授課。須繳交語言實習費。第一週缺席且未經核准者，視同退選。本課程英文化程度說明;;
03028;醫學院;FL1008;09;英文(附一小時英聽)二;;3.0;102E83320;半年;必修;林祐瑜;2;一10,A,B(外教203);33;限醫學院學生,本校修課人數上限：33人;初選不開放。本課程以英語授課。須繳交語言實習費。第一週缺席且未經核准者，視同退選。本課程英文化程度說明;;
03029;醫學院;FL1008;10;英文(附一小時英聽)二;;3.0;102E83320;半年;必修;陳春燕;2;一10,A,B(普305);33;限醫學院學生,本校修課人數上限：33人;初選不開放。本課程以英語授課。本課程英文化程度說明;;
03030;醫學院;FL1008;11;英文(附一小時英聽)二;;3.0;102E83320;半年;必修;劉威辰;2;一10,A,B(外教202);33;限醫學院學生,本校修課人數上限：33人;本課程以英語授課。須繳交語言實習費。本課程英文化程度說明;;
03031;醫學院;FL1008;12;英文(附一小時英聽)二;;3.0;102E83320;半年;必修;葉德蘭;2;一10,A,B(外教201);33;限醫學院學生,本校修課人數上限：33人;初選不開放。本課程以英語授課。須繳交語言實習費。本課程英文化程度說明;;
03006;文學院;FL1008;13;英文(附一小時英聽)二;;3.0;102E83320;半年;必修;王芮思;2;二2,3,4(綜504);32;限文學院學生,本校修課人數上限：32人;初選不開放。本課程以英語授課。本課程英文化程度說明;;
03007;文學院;FL1008;14;英文(附一小時英聽)二;;3.0;102E83320;半年;必修;翁家傑;2;二3,4,5(共205);32;限文學院學生,本校修課人數上限：32人;初選不開放。本課程以英語授課。第一週缺席且未經核准者，視同退選。本課程英文化程度說明;;
03008;文學院;FL1008;15;英文(附一小時英聽)二;;3.0;102E83320;半年;必修;廖彥棻;2;二2,3,4(外教102);32;限文學院學生,本校修課人數上限：32人;初選不開放。本課程以英語授課。須繳交語言實習費。不接受加選。第一堂課缺席者，視同放棄。本課程英文化程度說明;;
03009;文學院;FL1008;16;英文(附一小時英聽)二;;3.0;102E83320;半年;必修;高瑟濡;2;二2,3,4(外教203);32;限文學院學生,本校修課人數上限：32人;初選不開放。本課程以英語授課。須繳交語言實習費。本課程英文化程度說明;;
03010;文學院;FL1008;17;英文(附一小時英聽)二;;3.0;102 83320;半年;必修;俞燕妮;2;二2,3,4(外教101);32;限文學院學生,本校修課人數上限：32人;初選不開放。須繳交語言實習費。中英雙語授課。;;
03020;社科院;FL1008;18;英文(附一小時英聽)二;;3.0;102E83320;半年;必修;王芮思;2;二5,6,7(綜504);30;限社會科學院學生,本校修課人數上限：30人;初選不開放。本課程以英語授課。不接受加選。本課程英文化程度說明;;
03021;社科院;FL1008;19;英文(附一小時英聽)二;;3.0;102 83320;半年;必修;蔡自青;2;二5,6,7(外教103);30;限社會科學院學生,本校修課人數上限：30人;初選不開放。須繳交語言實習費。第一週缺席且未經核准者，視同退選。;;
03022;社科院;FL1008;20;英文(附一小時英聽)二;;3.0;102 83320;半年;必修;陶漢威;2;二5,6,7(新301);30;限社會科學院學生,本校修課人數上限：30人;初選不開放。中英雙語授課。;;
03023;社科院;FL1008;21;英文(附一小時英聽)二;;3.0;102E83320;半年;必修;廖勇超;2;二5,6,7(普406);30;限社會科學院學生,本校修課人數上限：30人;初選不開放。本課程以英語授課。第一、二週皆缺席且未經核准者，視同退選。本課程英文化程度說明;;
03047;生農院;FL1008;25;英文(附一小時英聽)二;;3.0;102 83320;半年;必修;陶漢威;2;二8,9,10(新301);36;限生農學院學生,本校修課人數上限：36人;初選不開放。中英雙語授課。不接受加選。;;
